,Unnamed: 0,Unnamed: 0.1,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
70,70,70,US National,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
71,71,71,US National,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
72,72,72,US National,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
73,73,73,US National,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
74,74,74,US National,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
75,75,75,US National,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
76,76,76,US National,Season peak percentage,Bin,percent,0.9,1.0,0.007633588
77,77,77,US National,Season peak percentage,Bin,percent,1.0,1.1,0.007633588
78,78,78,US National,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
79,79,79,US National,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
80,80,80,US National,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
81,81,81,US National,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
82,82,82,US National,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
83,83,83,US National,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
84,84,84,US National,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
85,85,85,US National,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
86,86,86,US National,Season peak percentage,Bin,percent,1.9,2.0,0.007633588
87,87,87,US National,Season peak percentage,Bin,percent,2.0,2.1,0.007633588
88,88,88,US National,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
89,89,89,US National,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
90,90,90,US National,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
91,91,91,US National,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
92,92,92,US National,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
93,93,93,US National,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
94,94,94,US National,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
95,95,95,US National,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
96,96,96,US National,Season peak percentage,Bin,percent,2.9,3.0,0.007633588
97,97,97,US National,Season peak percentage,Bin,percent,3.0,3.1,0.007633588
98,98,98,US National,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
99,99,99,US National,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
100,100,100,US National,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
101,101,101,US National,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
102,102,102,US National,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
103,103,103,US National,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
104,104,104,US National,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
105,105,105,US National,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
106,106,106,US National,Season peak percentage,Bin,percent,3.9,4.0,0.007633588
107,107,107,US National,Season peak percentage,Bin,percent,4.0,4.1,0.007633588
108,108,108,US National,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
109,109,109,US National,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
110,110,110,US National,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
111,111,111,US National,Season peak percentage,Bin,percent,4.4,4.5,0.007633588
112,112,112,US National,Season peak percentage,Bin,percent,4.5,4.6,0.007633588
113,113,113,US National,Season peak percentage,Bin,percent,4.6,4.7,0.007633588
114,114,114,US National,Season peak percentage,Bin,percent,4.7,4.8,0.007633588
115,115,115,US National,Season peak percentage,Bin,percent,4.8,4.9,0.007633588
116,116,116,US National,Season peak percentage,Bin,percent,4.9,5.0,0.007633588
117,117,117,US National,Season peak percentage,Bin,percent,5.0,5.1,0.007633588
118,118,118,US National,Season peak percentage,Bin,percent,5.1,5.2,0.007633588
119,119,119,US National,Season peak percentage,Bin,percent,5.2,5.3,0.007633588
120,120,120,US National,Season peak percentage,Bin,percent,5.3,5.4,0.007633588
121,121,121,US National,Season peak percentage,Bin,percent,5.4,5.5,0.007633588
122,122,122,US National,Season peak percentage,Bin,percent,5.5,5.6,0.007633588
123,123,123,US National,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
124,124,124,US National,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
125,125,125,US National,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
126,126,126,US National,Season peak percentage,Bin,percent,5.9,6.0,0.007633588
127,127,127,US National,Season peak percentage,Bin,percent,6.0,6.1,0.007633588
128,128,128,US National,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
129,129,129,US National,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
130,130,130,US National,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
131,131,131,US National,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
132,132,132,US National,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
133,133,133,US National,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
134,134,134,US National,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
135,135,135,US National,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
136,136,136,US National,Season peak percentage,Bin,percent,6.9,7.0,0.007633588
137,137,137,US National,Season peak percentage,Bin,percent,7.0,7.1,0.007633588
138,138,138,US National,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
139,139,139,US National,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
140,140,140,US National,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
141,141,141,US National,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
142,142,142,US National,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
143,143,143,US National,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
144,144,144,US National,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
145,145,145,US National,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
146,146,146,US National,Season peak percentage,Bin,percent,7.9,8.0,0.007633588
147,147,147,US National,Season peak percentage,Bin,percent,8.0,8.1,0.007633588
148,148,148,US National,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
149,149,149,US National,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
150,150,150,US National,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
151,151,151,US National,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
152,152,152,US National,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
153,153,153,US National,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
154,154,154,US National,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
155,155,155,US National,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
156,156,156,US National,Season peak percentage,Bin,percent,8.9,9.0,0.007633588
157,157,157,US National,Season peak percentage,Bin,percent,9.0,9.1,0.007633588
158,158,158,US National,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
159,159,159,US National,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
160,160,160,US National,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
161,161,161,US National,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
162,162,162,US National,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
163,163,163,US National,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
164,164,164,US National,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
165,165,165,US National,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
166,166,166,US National,Season peak percentage,Bin,percent,9.9,10.0,0.007633588
167,167,167,US National,Season peak percentage,Bin,percent,10.0,10.1,0.007633588
168,168,168,US National,Season peak percentage,Bin,percent,10.1,10.2,0.007633588
169,169,169,US National,Season peak percentage,Bin,percent,10.2,10.3,0.007633588
170,170,170,US National,Season peak percentage,Bin,percent,10.3,10.4,0.007633588
171,171,171,US National,Season peak percentage,Bin,percent,10.4,10.5,0.007633588
172,172,172,US National,Season peak percentage,Bin,percent,10.5,10.6,0.007633588
173,173,173,US National,Season peak percentage,Bin,percent,10.6,10.7,0.007633588
174,174,174,US National,Season peak percentage,Bin,percent,10.7,10.8,0.007633588
175,175,175,US National,Season peak percentage,Bin,percent,10.8,10.9,0.007633588
176,176,176,US National,Season peak percentage,Bin,percent,10.9,11.0,0.007633588
177,177,177,US National,Season peak percentage,Bin,percent,11.0,11.1,0.007633588
178,178,178,US National,Season peak percentage,Bin,percent,11.1,11.2,0.007633588
179,179,179,US National,Season peak percentage,Bin,percent,11.2,11.3,0.007633588
180,180,180,US National,Season peak percentage,Bin,percent,11.3,11.4,0.007633588
181,181,181,US National,Season peak percentage,Bin,percent,11.4,11.5,0.007633588
182,182,182,US National,Season peak percentage,Bin,percent,11.5,11.6,0.007633588
183,183,183,US National,Season peak percentage,Bin,percent,11.6,11.7,0.007633588
184,184,184,US National,Season peak percentage,Bin,percent,11.7,11.8,0.007633588
185,185,185,US National,Season peak percentage,Bin,percent,11.8,11.9,0.007633588
186,186,186,US National,Season peak percentage,Bin,percent,11.9,12.0,0.007633588
187,187,187,US National,Season peak percentage,Bin,percent,12.0,12.1,0.007633588
188,188,188,US National,Season peak percentage,Bin,percent,12.1,12.2,0.007633588
189,189,189,US National,Season peak percentage,Bin,percent,12.2,12.3,0.007633588
190,190,190,US National,Season peak percentage,Bin,percent,12.3,12.4,0.007633588
191,191,191,US National,Season peak percentage,Bin,percent,12.4,12.5,0.007633588
192,192,192,US National,Season peak percentage,Bin,percent,12.5,12.6,0.007633588
193,193,193,US National,Season peak percentage,Bin,percent,12.6,12.7,0.007633588
194,194,194,US National,Season peak percentage,Bin,percent,12.7,12.8,0.007633588
195,195,195,US National,Season peak percentage,Bin,percent,12.8,12.9,0.007633588
196,196,196,US National,Season peak percentage,Bin,percent,12.9,13.0,0.007633588
197,197,197,US National,Season peak percentage,Bin,percent,13.0,100.0,0.007633588
198,198,198,US National,1 wk ahead,Point,percent,,,7.574124010254419
199,199,199,US National,1 wk ahead,Bin,percent,0.0,0.1,1.9996090678489653e-06
200,200,200,US National,1 wk ahead,Bin,percent,0.1,0.2,1.9996090678489653e-06
201,201,201,US National,1 wk ahead,Bin,percent,0.2,0.3,1.9996090678489653e-06
202,202,202,US National,1 wk ahead,Bin,percent,0.3,0.4,1.9996090678489653e-06
203,203,203,US National,1 wk ahead,Bin,percent,0.4,0.5,1.9996090678489653e-06
204,204,204,US National,1 wk ahead,Bin,percent,0.5,0.6,1.9996090678489653e-06
205,205,205,US National,1 wk ahead,Bin,percent,0.6,0.7,1.9996090678489653e-06
206,206,206,US National,1 wk ahead,Bin,percent,0.7,0.8,1.9996090678489653e-06
207,207,207,US National,1 wk ahead,Bin,percent,0.8,0.9,1.9996090678489653e-06
208,208,208,US National,1 wk ahead,Bin,percent,0.9,1.0,1.9996090678489653e-06
209,209,209,US National,1 wk ahead,Bin,percent,1.0,1.1,1.9996090678489653e-06
210,210,210,US National,1 wk ahead,Bin,percent,1.1,1.2,1.9996090678489653e-06
211,211,211,US National,1 wk ahead,Bin,percent,1.2,1.3,1.9996090678489653e-06
212,212,212,US National,1 wk ahead,Bin,percent,1.3,1.4,1.9996090678489653e-06
213,213,213,US National,1 wk ahead,Bin,percent,1.4,1.5,1.9996090678489653e-06
214,214,214,US National,1 wk ahead,Bin,percent,1.5,1.6,1.9996090678489653e-06
215,215,215,US National,1 wk ahead,Bin,percent,1.6,1.7,1.9996090678489653e-06
216,216,216,US National,1 wk ahead,Bin,percent,1.7,1.8,1.9996090678489653e-06
217,217,217,US National,1 wk ahead,Bin,percent,1.8,1.9,1.9996090678489653e-06
218,218,218,US National,1 wk ahead,Bin,percent,1.9,2.0,1.9996090678489653e-06
219,219,219,US National,1 wk ahead,Bin,percent,2.0,2.1,1.9996090678489653e-06
220,220,220,US National,1 wk ahead,Bin,percent,2.1,2.2,1.9996090678489653e-06
221,221,221,US National,1 wk ahead,Bin,percent,2.2,2.3,1.9996090678489653e-06
222,222,222,US National,1 wk ahead,Bin,percent,2.3,2.4,1.9996090678489653e-06
223,223,223,US National,1 wk ahead,Bin,percent,2.4,2.5,1.9996090678489653e-06
224,224,224,US National,1 wk ahead,Bin,percent,2.5,2.6,1.9996090678489653e-06
225,225,225,US National,1 wk ahead,Bin,percent,2.6,2.7,1.9996090678489653e-06
226,226,226,US National,1 wk ahead,Bin,percent,2.7,2.8,1.9996090678489653e-06
227,227,227,US National,1 wk ahead,Bin,percent,2.8,2.9,1.9996090678489653e-06
228,228,228,US National,1 wk ahead,Bin,percent,2.9,3.0,1.9996090678489653e-06
229,229,229,US National,1 wk ahead,Bin,percent,3.0,3.1,1.9996090678489653e-06
230,230,230,US National,1 wk ahead,Bin,percent,3.1,3.2,0.002001475711492072
231,231,231,US National,1 wk ahead,Bin,percent,3.2,3.3,0.002001475711492072
232,232,232,US National,1 wk ahead,Bin,percent,3.3,3.4,0.00899964206997685
233,233,233,US National,1 wk ahead,Bin,percent,3.4,3.5,0.013998332326037411
234,234,234,US National,1 wk ahead,Bin,percent,3.5,3.6,0.026994926991794867
235,235,235,US National,1 wk ahead,Bin,percent,3.6,3.7,0.06098602073300665
236,236,236,US National,1 wk ahead,Bin,percent,3.7,3.8,0.09997580473027903
237,237,237,US National,1 wk ahead,Bin,percent,3.8,3.9,0.13196742236906656
238,238,238,US National,1 wk ahead,Bin,percent,3.9,4.0,0.17795537272482373
239,239,239,US National,1 wk ahead,Bin,percent,4.0,4.1,0.135966374573915
240,240,240,US National,1 wk ahead,Bin,percent,4.1,4.2,0.10797370913997589
241,241,241,US National,1 wk ahead,Bin,percent,4.2,4.3,0.10197528083270323
242,242,242,US National,1 wk ahead,Bin,percent,4.3,4.4,0.044990211913612875
243,243,243,US National,1 wk ahead,Bin,percent,4.4,4.5,0.039991521657552306
244,244,244,US National,1 wk ahead,Bin,percent,4.5,4.6,0.023995712838158524
245,245,245,US National,1 wk ahead,Bin,percent,4.6,4.7,0.00600042791634052
246,246,246,US National,1 wk ahead,Bin,percent,4.7,4.8,0.00600042791634052
247,247,247,US National,1 wk ahead,Bin,percent,4.8,4.9,0.004000951813916295
248,248,248,US National,1 wk ahead,Bin,percent,4.9,5.0,0.0010017376602799602
249,249,249,US National,1 wk ahead,Bin,percent,5.0,5.1,0.0010017376602799602
250,250,250,US National,1 wk ahead,Bin,percent,5.1,5.2,0.0010017376602799602
251,251,251,US National,1 wk ahead,Bin,percent,5.2,5.3,0.0010017376602799602
252,252,252,US National,1 wk ahead,Bin,percent,5.3,5.4,1.9996090678489653e-06
253,253,253,US National,1 wk ahead,Bin,percent,5.4,5.5,1.9996090678489653e-06
254,254,254,US National,1 wk ahead,Bin,percent,5.5,5.6,1.9996090678489653e-06
255,255,255,US National,1 wk ahead,Bin,percent,5.6,5.7,1.9996090678489653e-06
256,256,256,US National,1 wk ahead,Bin,percent,5.7,5.8,1.9996090678489653e-06
257,257,257,US National,1 wk ahead,Bin,percent,5.8,5.9,1.9996090678489653e-06
258,258,258,US National,1 wk ahead,Bin,percent,5.9,6.0,1.9996090678489653e-06
259,259,259,US National,1 wk ahead,Bin,percent,6.0,6.1,1.9996090678489653e-06
260,260,260,US National,1 wk ahead,Bin,percent,6.1,6.2,1.9996090678489653e-06
261,261,261,US National,1 wk ahead,Bin,percent,6.2,6.3,1.9996090678489653e-06
262,262,262,US National,1 wk ahead,Bin,percent,6.3,6.4,1.9996090678489653e-06
263,263,263,US National,1 wk ahead,Bin,percent,6.4,6.5,1.9996090678489653e-06
264,264,264,US National,1 wk ahead,Bin,percent,6.5,6.6,1.9996090678489653e-06
265,265,265,US National,1 wk ahead,Bin,percent,6.6,6.7,1.9996090678489653e-06
266,266,266,US National,1 wk ahead,Bin,percent,6.7,6.8,1.9996090678489653e-06
267,267,267,US National,1 wk ahead,Bin,percent,6.8,6.9,1.9996090678489653e-06
268,268,268,US National,1 wk ahead,Bin,percent,6.9,7.0,1.9996090678489653e-06
269,269,269,US National,1 wk ahead,Bin,percent,7.0,7.1,1.9996090678489653e-06
270,270,270,US National,1 wk ahead,Bin,percent,7.1,7.2,1.9996090678489653e-06
271,271,271,US National,1 wk ahead,Bin,percent,7.2,7.3,1.9996090678489653e-06
272,272,272,US National,1 wk ahead,Bin,percent,7.3,7.4,1.9996090678489653e-06
273,273,273,US National,1 wk ahead,Bin,percent,7.4,7.5,1.9996090678489653e-06
274,274,274,US National,1 wk ahead,Bin,percent,7.5,7.6,1.9996090678489653e-06
275,275,275,US National,1 wk ahead,Bin,percent,7.6,7.7,1.9996090678489653e-06
276,276,276,US National,1 wk ahead,Bin,percent,7.7,7.8,1.9996090678489653e-06
277,277,277,US National,1 wk ahead,Bin,percent,7.8,7.9,1.9996090678489653e-06
278,278,278,US National,1 wk ahead,Bin,percent,7.9,8.0,1.9996090678489653e-06
279,279,279,US National,1 wk ahead,Bin,percent,8.0,8.1,1.9996090678489653e-06
280,280,280,US National,1 wk ahead,Bin,percent,8.1,8.2,1.9996090678489653e-06
281,281,281,US National,1 wk ahead,Bin,percent,8.2,8.3,1.9996090678489653e-06
282,282,282,US National,1 wk ahead,Bin,percent,8.3,8.4,1.9996090678489653e-06
283,283,283,US National,1 wk ahead,Bin,percent,8.4,8.5,1.9996090678489653e-06
284,284,284,US National,1 wk ahead,Bin,percent,8.5,8.6,1.9996090678489653e-06
285,285,285,US National,1 wk ahead,Bin,percent,8.6,8.7,1.9996090678489653e-06
286,286,286,US National,1 wk ahead,Bin,percent,8.7,8.8,1.9996090678489653e-06
287,287,287,US National,1 wk ahead,Bin,percent,8.8,8.9,1.9996090678489653e-06
288,288,288,US National,1 wk ahead,Bin,percent,8.9,9.0,1.9996090678489653e-06
289,289,289,US National,1 wk ahead,Bin,percent,9.0,9.1,1.9996090678489653e-06
290,290,290,US National,1 wk ahead,Bin,percent,9.1,9.2,1.9996090678489653e-06
291,291,291,US National,1 wk ahead,Bin,percent,9.2,9.3,1.9996090678489653e-06
292,292,292,US National,1 wk ahead,Bin,percent,9.3,9.4,1.9996090678489653e-06
293,293,293,US National,1 wk ahead,Bin,percent,9.4,9.5,1.9996090678489653e-06
294,294,294,US National,1 wk ahead,Bin,percent,9.5,9.6,1.9996090678489653e-06
295,295,295,US National,1 wk ahead,Bin,percent,9.6,9.7,1.9996090678489653e-06
296,296,296,US National,1 wk ahead,Bin,percent,9.7,9.8,1.9996090678489653e-06
297,297,297,US National,1 wk ahead,Bin,percent,9.8,9.9,1.9996090678489653e-06
298,298,298,US National,1 wk ahead,Bin,percent,9.9,10.0,1.9996090678489653e-06
299,299,299,US National,1 wk ahead,Bin,percent,10.0,10.1,1.9996090678489653e-06
300,300,300,US National,1 wk ahead,Bin,percent,10.1,10.2,1.9996090678489653e-06
301,301,301,US National,1 wk ahead,Bin,percent,10.2,10.3,1.9996090678489653e-06
302,302,302,US National,1 wk ahead,Bin,percent,10.3,10.4,1.9996090678489653e-06
303,303,303,US National,1 wk ahead,Bin,percent,10.4,10.5,1.9996090678489653e-06
304,304,304,US National,1 wk ahead,Bin,percent,10.5,10.6,1.9996090678489653e-06
305,305,305,US National,1 wk ahead,Bin,percent,10.6,10.7,1.9996090678489653e-06
306,306,306,US National,1 wk ahead,Bin,percent,10.7,10.8,1.9996090678489653e-06
307,307,307,US National,1 wk ahead,Bin,percent,10.8,10.9,1.9996090678489653e-06
308,308,308,US National,1 wk ahead,Bin,percent,10.9,11.0,1.9996090678489653e-06
309,309,309,US National,1 wk ahead,Bin,percent,11.0,11.1,1.9996090678489653e-06
310,310,310,US National,1 wk ahead,Bin,percent,11.1,11.2,1.9996090678489653e-06
311,311,311,US National,1 wk ahead,Bin,percent,11.2,11.3,1.9996090678489653e-06
312,312,312,US National,1 wk ahead,Bin,percent,11.3,11.4,1.9996090678489653e-06
313,313,313,US National,1 wk ahead,Bin,percent,11.4,11.5,1.9996090678489653e-06
314,314,314,US National,1 wk ahead,Bin,percent,11.5,11.6,1.9996090678489653e-06
315,315,315,US National,1 wk ahead,Bin,percent,11.6,11.7,1.9996090678489653e-06
316,316,316,US National,1 wk ahead,Bin,percent,11.7,11.8,1.9996090678489653e-06
317,317,317,US National,1 wk ahead,Bin,percent,11.8,11.9,1.9996090678489653e-06
318,318,318,US National,1 wk ahead,Bin,percent,11.9,12.0,1.9996090678489653e-06
319,319,319,US National,1 wk ahead,Bin,percent,12.0,12.1,1.9996090678489653e-06
320,320,320,US National,1 wk ahead,Bin,percent,12.1,12.2,1.9996090678489653e-06
321,321,321,US National,1 wk ahead,Bin,percent,12.2,12.3,1.9996090678489653e-06
322,322,322,US National,1 wk ahead,Bin,percent,12.3,12.4,1.9996090678489653e-06
323,323,323,US National,1 wk ahead,Bin,percent,12.4,12.5,1.9996090678489653e-06
324,324,324,US National,1 wk ahead,Bin,percent,12.5,12.6,1.9996090678489653e-06
325,325,325,US National,1 wk ahead,Bin,percent,12.6,12.7,1.9996090678489653e-06
326,326,326,US National,1 wk ahead,Bin,percent,12.7,12.8,1.9996090678489653e-06
327,327,327,US National,1 wk ahead,Bin,percent,12.8,12.9,1.9996090678489653e-06
328,328,328,US National,1 wk ahead,Bin,percent,12.9,13.0,1.9996090678489653e-06
329,329,329,US National,1 wk ahead,Bin,percent,13.0,100,1.9996090678489653e-06
330,330,330,US National,2 wk ahead,Point,percent,,,7.428298403209323
331,331,331,US National,2 wk ahead,Bin,percent,0.0,0.1,0.9998700168978036
332,332,332,US National,2 wk ahead,Bin,percent,0.1,0.2,9.998700168978037e-07
333,333,333,US National,2 wk ahead,Bin,percent,0.2,0.3,9.998700168978037e-07
334,334,334,US National,2 wk ahead,Bin,percent,0.3,0.4,9.998700168978037e-07
335,335,335,US National,2 wk ahead,Bin,percent,0.4,0.5,9.998700168978037e-07
336,336,336,US National,2 wk ahead,Bin,percent,0.5,0.6,9.998700168978037e-07
337,337,337,US National,2 wk ahead,Bin,percent,0.6,0.7,9.998700168978037e-07
338,338,338,US National,2 wk ahead,Bin,percent,0.7,0.8,9.998700168978037e-07
339,339,339,US National,2 wk ahead,Bin,percent,0.8,0.9,9.998700168978037e-07
340,340,340,US National,2 wk ahead,Bin,percent,0.9,1.0,9.998700168978037e-07
341,341,341,US National,2 wk ahead,Bin,percent,1.0,1.1,9.998700168978037e-07
342,342,342,US National,2 wk ahead,Bin,percent,1.1,1.2,9.998700168978037e-07
343,343,343,US National,2 wk ahead,Bin,percent,1.2,1.3,9.998700168978037e-07
344,344,344,US National,2 wk ahead,Bin,percent,1.3,1.4,9.998700168978037e-07
345,345,345,US National,2 wk ahead,Bin,percent,1.4,1.5,9.998700168978037e-07
346,346,346,US National,2 wk ahead,Bin,percent,1.5,1.6,9.998700168978037e-07
347,347,347,US National,2 wk ahead,Bin,percent,1.6,1.7,9.998700168978037e-07
348,348,348,US National,2 wk ahead,Bin,percent,1.7,1.8,9.998700168978037e-07
349,349,349,US National,2 wk ahead,Bin,percent,1.8,1.9,9.998700168978037e-07
350,350,350,US National,2 wk ahead,Bin,percent,1.9,2.0,9.998700168978037e-07
351,351,351,US National,2 wk ahead,Bin,percent,2.0,2.1,9.998700168978037e-07
