REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
HHS Regions,Region 9,2014,52,4.26144,3.78475,559,326.0,,619,211.0,198,1913,260,50545
HHS Regions,Region 10,2014,52,2.60812,3.6897,97,40.0,,119,14.0,13,283,68,7670
HHS Regions,Region 1,2014,53,1.89326,1.9596099999999999,243,115.0,,179,74.0,77,688,149,35109
HHS Regions,Region 2,2014,53,4.53391,3.8071099999999998,1795,811.0,,1220,321.0,301,4448,247,116834
HHS Regions,Region 3,2014,53,6.99667,8.11542,1924,3444.0,,2468,1528.0,1520,10884,248,134115
HHS Regions,Region 4,2014,53,5.2053199999999995,5.32412,1538,1286.0,,1595,691.0,663,5773,314,108431
HHS Regions,Region 5,2014,53,4.81118,4.56835,1184,840.0,,895,439.0,460,3818,278,83575
HHS Regions,Region 6,2014,53,9.56718,7.30457,1617,1538.0,,1464,620.0,475,5714,217,78225
HHS Regions,Region 7,2014,53,5.800730000000001,3.0148,275,319.0,,326,123.0,171,1214,87,40268
HHS Regions,Region 8,2014,53,4.3901900000000005,4.51964,397,407.0,,464,148.0,128,1544,115,34162
HHS Regions,Region 9,2014,53,4.70759,4.37336,632,516.0,,694,312.0,303,2457,260,56181
HHS Regions,Region 10,2014,53,3.18799,4.45828,127,72.0,,101,32.0,19,351,68,7873
HHS Regions,Region 1,2015,1,1.94392,1.9055,241,158.0,,341,95.0,80,915,151,48019
HHS Regions,Region 2,2015,1,4.28873,3.35711,1362,851.0,,1320,381.0,289,4203,210,125197
HHS Regions,Region 3,2015,1,4.87801,5.894019999999999,1190,2520.0,,1996,1062.0,989,7757,247,131608
HHS Regions,Region 4,2015,1,3.4563599999999997,3.67655,1099,1066.0,,1568,507.0,413,4653,306,126559
HHS Regions,Region 5,2015,1,3.18768,3.09148,807,667.0,,787,343.0,287,2891,282,93515
HHS Regions,Region 6,2015,1,7.71853,5.70935,1142,1386.0,,1535,530.0,332,4925,223,86262
HHS Regions,Region 7,2015,1,4.49153,4.728680000000001,147,288.0,,278,92.0,110,915,81,19350
HHS Regions,Region 8,2015,1,3.4045900000000002,3.4532800000000003,349,336.0,,502,153.0,113,1453,119,42076
HHS Regions,Region 9,2015,1,4.04087,3.87245,692,711.0,,1133,388.0,401,3325,263,85863
HHS Regions,Region 10,2015,1,3.10944,3.33184,131,89.0,,129,63.0,34,446,76,13386
HHS Regions,Region 1,2015,2,2.6124099999999997,2.55973,308,215.0,,584,110.0,89,1306,159,51021
HHS Regions,Region 2,2015,2,4.61791,3.6106199999999995,1268,866.0,,1839,387.0,306,4666,213,129230
HHS Regions,Region 3,2015,2,4.1229,4.7283599999999995,1112,1867.0,,1926,694.0,577,6176,254,130616
HHS Regions,Region 4,2015,2,3.00525,3.21156,999,739.0,,1826,347.0,257,4168,304,129781
HHS Regions,Region 5,2015,2,2.61885,2.47511,701,477.0,,855,284.0,201,2518,287,101733
HHS Regions,Region 6,2015,2,8.833680000000001,6.584230000000001,1274,1440.0,,2425,503.0,295,5937,229,90170
HHS Regions,Region 7,2015,2,3.5907,4.01302,145,183.0,,355,74.0,69,826,78,20583
HHS Regions,Region 8,2015,2,3.3466400000000003,3.57125,328,340.0,,594,113.0,80,1455,122,40742
HHS Regions,Region 9,2015,2,4.46735,4.28829,778,728.0,,1361,352.0,426,3645,252,84999
HHS Regions,Region 10,2015,2,3.6423699999999997,3.73233,131,91.0,,201,45.0,39,507,73,13584
HHS Regions,Region 1,2015,3,3.93773,3.77874,460,247.0,,953,138.0,125,1923,161,50890
HHS Regions,Region 2,2015,3,5.05069,3.91855,1442,812.0,,2319,390.0,252,5215,207,133085
HHS Regions,Region 3,2015,3,4.53899,4.56116,946,1596.0,,2171,818.0,448,5979,257,131085
HHS Regions,Region 4,2015,3,3.3436,3.6579,1279,710.0,,2122,328.0,225,4664,305,127505
HHS Regions,Region 5,2015,3,2.2566599999999997,2.19637,690,394.0,,794,207.0,145,2230,282,101531
HHS Regions,Region 6,2015,3,7.274760000000001,6.2133199999999995,1487,1458.0,,2864,493.0,304,6606,232,106320
HHS Regions,Region 7,2015,3,4.1871599999999995,4.956169999999999,180,170.0,,426,68.0,55,899,77,18139
HHS Regions,Region 8,2015,3,3.18808,3.5052,368,288.0,,531,120.0,69,1376,116,39256
HHS Regions,Region 9,2015,3,5.00536,4.84553,858,695.0,,1569,348.0,368,3838,254,79207
HHS Regions,Region 10,2015,3,3.40026,3.6803800000000004,130,81.0,,200,41.0,39,491,75,13341
HHS Regions,Region 1,2015,4,3.59462,3.46639,322,189.0,,887,101.0,58,1557,160,44917
HHS Regions,Region 2,2015,4,5.2279,3.76759,1161,736.0,,1957,319.0,248,4421,201,117343
HHS Regions,Region 3,2015,4,4.2482,4.33969,1017,1467.0,,2091,583.0,455,5613,254,129341
HHS Regions,Region 4,2015,4,3.04968,3.5345,1080,642.0,,2141,274.0,191,4328,306,122450
HHS Regions,Region 5,2015,4,1.91831,1.9902799999999998,695,359.0,,691,175.0,119,2039,270,102448
HHS Regions,Region 6,2015,4,6.39277,5.35649,1283,1328.0,,2469,476.0,262,5818,237,108616
HHS Regions,Region 7,2015,4,4.1554199999999994,4.92245,163,180.0,,430,89.0,106,968,78,19665
HHS Regions,Region 8,2015,4,3.0139,3.11153,385,218.0,,501,117.0,64,1285,116,41298
HHS Regions,Region 9,2015,4,5.00751,4.633369999999999,917,654.0,,1789,412.0,394,4166,262,89913
HHS Regions,Region 10,2015,4,2.76483,3.1753099999999996,95,71.0,,203,39.0,18,426,71,13416
HHS Regions,Region 1,2015,5,3.55818,3.20075,284,191.0,,809,115.0,64,1463,158,45708
HHS Regions,Region 2,2015,5,5.1719800000000005,3.6149199999999997,1137,732.0,,1970,320.0,196,4355,204,120473
HHS Regions,Region 3,2015,5,3.5457099999999997,3.37101,928,1308.0,,1831,514.0,331,4912,252,145713
HHS Regions,Region 4,2015,5,2.84584,3.11478,1036,638.0,,2030,288.0,200,4192,306,134584
HHS Regions,Region 5,2015,5,1.9055799999999998,1.9913900000000002,655,282.0,,703,171.0,99,1910,272,95913
HHS Regions,Region 6,2015,5,5.85114,5.03891,1183,1191.0,,2229,471.0,262,5336,239,105896
HHS Regions,Region 7,2015,5,3.24206,3.8504099999999997,153,158.0,,319,71.0,99,800,81,20777
HHS Regions,Region 8,2015,5,2.7842599999999997,2.9222799999999998,367,225.0,,498,76.0,44,1210,117,41406
HHS Regions,Region 9,2015,5,4.44297,4.05371,821,586.0,,1564,314.0,335,3620,248,89301
HHS Regions,Region 10,2015,5,2.16804,2.46405,92,69.0,,140,28.0,24,353,73,14326
HHS Regions,Region 1,2015,6,3.26275,2.78569,267,149.0,,694,98.0,63,1271,159,45626
HHS Regions,Region 2,2015,6,4.86393,3.3055199999999996,1102,686.0,,1783,276.0,194,4041,199,122250
HHS Regions,Region 3,2015,6,2.6554900000000004,2.80105,852,1056.0,,1582,447.0,309,4246,255,151586
HHS Regions,Region 4,2015,6,2.60627,2.88473,970,647.0,,1698,262.0,194,3771,285,130723
HHS Regions,Region 5,2015,6,1.8761299999999999,2.00117,777,342.0,,762,194.0,116,2191,279,109486
HHS Regions,Region 6,2015,6,5.49937,4.52796,1131,1105.0,,1909,397.0,247,4789,236,105765
HHS Regions,Region 7,2015,6,2.67652,3.08221,141,153.0,,226,64.0,53,637,76,20667
HHS Regions,Region 8,2015,6,2.07342,2.40853,348,177.0,,366,66.0,39,996,115,41353
HHS Regions,Region 9,2015,6,3.9262,3.63124,766,527.0,,1175,243.0,279,2990,243,82341
HHS Regions,Region 10,2015,6,1.8066400000000002,2.1413599999999997,75,42.0,,133,25.0,11,286,70,13356
HHS Regions,Region 1,2015,7,2.93637,2.31584,210,117.0,,492,86.0,68,973,154,42015
HHS Regions,Region 2,2015,7,3.68552,2.64693,901,573.0,,1067,257.0,174,2972,191,112281
HHS Regions,Region 3,2015,7,2.5889,2.54303,653,839.0,,1020,305.0,215,3032,240,119228
HHS Regions,Region 4,2015,7,2.58839,3.17673,887,602.0,,1594,275.0,173,3531,291,111152
HHS Regions,Region 5,2015,7,1.82722,1.98855,700,347.0,,740,179.0,101,2067,284,103945
HHS Regions,Region 6,2015,7,4.97422,4.15804,1060,1064.0,,1657,405.0,250,4436,243,106685
HHS Regions,Region 7,2015,7,2.386,2.74801,123,125.0,,210,51.0,32,541,75,19687
HHS Regions,Region 8,2015,7,1.9869700000000001,2.19352,317,174.0,,328,59.0,29,907,117,41349
HHS Regions,Region 9,2015,7,3.43436,3.15139,631,411.0,,980,210.0,227,2459,246,78029
HHS Regions,Region 10,2015,7,1.1808100000000001,1.53229,55,43.0,,76,15.0,2,191,66,12465
HHS Regions,Region 1,2015,8,1.94445,1.66832,159,153.0,,414,100.0,64,890,161,53347
HHS Regions,Region 2,2015,8,3.39765,2.23968,801,538.0,,992,215.0,148,2694,199,120285
HHS Regions,Region 3,2015,8,1.82815,1.7631700000000001,537,725.0,,748,324.0,184,2518,264,142811
HHS Regions,Region 4,2015,8,2.36768,2.75487,791,613.0,,1472,284.0,207,3367,283,122220
HHS Regions,Region 5,2015,8,1.6269,1.84283,644,364.0,,701,167.0,129,2005,280,108800
HHS Regions,Region 6,2015,8,4.26325,3.6888300000000003,892,930.0,,1405,326.0,204,3757,239,101848
HHS Regions,Region 7,2015,8,2.40328,2.70847,134,140.0,,227,40.0,30,571,77,21082
HHS Regions,Region 8,2015,8,1.5245600000000001,1.84385,266,152.0,,306,55.0,32,811,119,43984
HHS Regions,Region 9,2015,8,3.08144,2.78503,533,415.0,,952,240.0,240,2380,249,85457
HHS Regions,Region 10,2015,8,1.07433,1.44238,66,31.0,,63,14.0,11,185,63,12826
HHS Regions,Region 1,2015,9,1.76866,1.6069200000000001,201,107.0,,383,60.0,46,797,147,49598
HHS Regions,Region 2,2015,9,2.78587,1.98942,720,421.0,,889,210.0,121,2361,204,118678
HHS Regions,Region 3,2015,9,2.07649,1.81988,469,704.0,,785,308.0,167,2433,257,133690
HHS Regions,Region 4,2015,9,2.25227,2.66818,778,618.0,,1373,325.0,163,3257,294,122068
HHS Regions,Region 5,2015,9,1.76895,2.0440400000000003,633,413.0,,743,174.0,121,2084,266,101955
HHS Regions,Region 6,2015,9,4.22797,3.6295,864,932.0,,1472,304.0,198,3770,243,103871
HHS Regions,Region 7,2015,9,2.29133,2.7215700000000003,132,122.0,,219,57.0,47,577,76,21201
HHS Regions,Region 8,2015,9,1.51156,1.92025,248,165.0,,310,47.0,26,796,117,41453
HHS Regions,Region 9,2015,9,2.96042,2.58492,537,397.0,,879,197.0,177,2187,247,84606
HHS Regions,Region 10,2015,9,1.10581,1.40524,57,35.0,,63,14.0,10,179,61,12738
HHS Regions,Region 1,2015,10,1.7271900000000002,1.5427899999999999,160,115.0,,372,72.0,48,767,156,49715
HHS Regions,Region 2,2015,10,2.45948,1.9392200000000002,865,417.0,,896,169.0,118,2465,206,127113
HHS Regions,Region 3,2015,10,1.6998,1.58231,502,643.0,,696,282.0,161,2284,261,144346
HHS Regions,Region 4,2015,10,1.89159,2.2311400000000003,667,525.0,,945,283.0,126,2546,283,114112
HHS Regions,Region 5,2015,10,1.8406900000000002,2.08168,639,397.0,,870,215.0,130,2251,263,108134
HHS Regions,Region 6,2015,10,4.236759999999999,3.69611,914,948.0,,1522,340.0,190,3914,244,105895
HHS Regions,Region 7,2015,10,2.44562,2.94771,92,102.0,,195,47.0,55,491,75,16657
HHS Regions,Region 8,2015,10,1.4532100000000001,1.66078,191,134.0,,275,54.0,18,672,111,40463
HHS Regions,Region 9,2015,10,3.00284,2.6158099999999997,616,347.0,,894,181.0,210,2248,239,85939
HHS Regions,Region 10,2015,10,1.15354,1.4437,64,26.0,,83,11.0,11,195,69,13507
HHS Regions,Region 1,2015,11,1.51214,1.39572,204,116.0,,249,79.0,47,695,154,49795
HHS Regions,Region 2,2015,11,2.80665,2.07377,902,395.0,,885,169.0,128,2479,202,119541
HHS Regions,Region 3,2015,11,1.6183299999999998,1.59162,492,642.0,,805,259.0,142,2340,258,147020
HHS Regions,Region 4,2015,11,1.4491,1.7763099999999998,585,400.0,,863,239.0,115,2202,278,123965
HHS Regions,Region 5,2015,11,1.89009,2.2063900000000003,680,448.0,,858,229.0,127,2342,268,106146
HHS Regions,Region 6,2015,11,3.65129,3.262,892,892.0,,1217,316.0,186,3503,242,107388
HHS Regions,Region 7,2015,11,2.13252,2.38305,65,105.0,,106,48.0,27,351,75,14729
HHS Regions,Region 8,2015,11,1.51712,1.66002,186,133.0,,283,43.0,29,674,110,40602
HHS Regions,Region 9,2015,11,2.727,2.3265599999999997,503,324.0,,742,183.0,187,1939,232,83342
HHS Regions,Region 10,2015,11,1.1970299999999998,1.46691,50,27.0,,76,8.0,9,170,64,11589
HHS Regions,Region 1,2015,12,1.5203,1.38923,210,95.0,,337,58.0,28,728,151,52403
HHS Regions,Region 2,2015,12,2.6226599999999998,2.12752,939,387.0,,999,192.0,114,2631,205,123665
HHS Regions,Region 3,2015,12,1.76935,1.80593,556,725.0,,962,297.0,145,2685,257,148677
HHS Regions,Region 4,2015,12,1.36986,1.62321,513,397.0,,718,160.0,109,1897,253,116867
HHS Regions,Region 5,2015,12,2.0119599999999997,2.26263,665,410.0,,833,230.0,138,2276,259,100591
HHS Regions,Region 6,2015,12,3.23939,2.9407900000000002,859,756.0,,1113,262.0,166,3156,237,107318
HHS Regions,Region 7,2015,12,1.8738599999999999,2.0536,57,89.0,,114,27.0,31,318,73,15485
HHS Regions,Region 8,2015,12,1.15826,1.47985,149,133.0,,250,44.0,28,604,109,40815
HHS Regions,Region 9,2015,12,2.47226,2.02196,430,267.0,,635,199.0,167,1698,238,83978
HHS Regions,Region 10,2015,12,0.8842969999999999,1.14891,40,25.0,,42,17.0,5,129,66,11228
HHS Regions,Region 1,2015,13,1.58312,1.4450399999999999,198,109.0,,342,64.0,43,756,151,52317
HHS Regions,Region 2,2015,13,2.50236,2.02355,876,409.0,,848,151.0,108,2392,193,118208
HHS Regions,Region 3,2015,13,1.71816,1.8023799999999999,519,654.0,,965,318.0,170,2626,242,145696
HHS Regions,Region 4,2015,13,1.31332,1.44721,470,267.0,,660,136.0,99,1632,254,112769
HHS Regions,Region 5,2015,13,1.80398,2.18224,671,401.0,,844,174.0,93,2183,262,100035
HHS Regions,Region 6,2015,13,2.95894,2.76647,739,604.0,,926,218.0,156,2643,233,95537
HHS Regions,Region 7,2015,13,1.79584,1.93347,56,92.0,,128,38.0,33,347,73,17947
HHS Regions,Region 8,2015,13,1.23205,1.56734,162,132.0,,223,50.0,20,587,109,37452
HHS Regions,Region 9,2015,13,2.48584,2.1106700000000003,440,273.0,,635,161.0,162,1671,237,79169
HHS Regions,Region 10,2015,13,0.977884,1.14876,43,27.0,,52,11.0,5,138,65,12013
HHS Regions,Region 1,2015,14,1.3874600000000001,1.3029600000000001,178,99.0,,321,62.0,31,691,144,53033
HHS Regions,Region 2,2015,14,2.27622,1.83286,771,399.0,,688,173.0,114,2145,195,117030
HHS Regions,Region 3,2015,14,1.68145,1.73557,511,727.0,,711,351.0,194,2494,251,143699
HHS Regions,Region 4,2015,14,1.1089,1.28915,507,268.0,,583,140.0,93,1591,278,123415
HHS Regions,Region 5,2015,14,1.6684400000000001,1.9831,615,433.0,,654,198.0,109,2009,253,101306
HHS Regions,Region 6,2015,14,2.45254,2.32239,696,535.0,,770,252.0,151,2404,227,103514
HHS Regions,Region 7,2015,14,1.4462899999999999,1.58184,61,71.0,,107,35.0,20,294,71,18586
HHS Regions,Region 8,2015,14,0.978757,1.37806,134,116.0,,189,36.0,18,493,108,35775
HHS Regions,Region 9,2015,14,2.27183,1.94265,396,272.0,,573,133.0,145,1519,234,78192
HHS Regions,Region 10,2015,14,0.657071,0.841477,34,11.0,,38,7.0,3,93,59,11052
HHS Regions,Region 1,2015,15,1.29744,1.21218,183,100.0,,244,67.0,27,621,141,51230
HHS Regions,Region 2,2015,15,1.9496099999999998,1.55324,692,370.0,,586,167.0,100,1915,191,123291
HHS Regions,Region 3,2015,15,1.4800799999999998,1.45405,478,580.0,,687,245.0,132,2122,246,145937
HHS Regions,Region 4,2015,15,0.933638,1.0518100000000001,424,207.0,,477,114.0,66,1288,269,122456
HHS Regions,Region 5,2015,15,1.42249,1.62119,544,329.0,,556,175.0,113,1717,261,105910
HHS Regions,Region 6,2015,15,2.3405,2.0872,595,435.0,,766,183.0,126,2105,226,100853
HHS Regions,Region 7,2015,15,1.1344,1.24484,43,61.0,,85,27.0,16,232,70,18637
HHS Regions,Region 8,2015,15,1.00095,1.1896799999999998,108,85.0,,193,33.0,28,447,109,37573
HHS Regions,Region 9,2015,15,2.03777,1.77338,346,262.0,,573,139.0,162,1482,237,83569
HHS Regions,Region 10,2015,15,0.838291,0.9984370000000001,35,19.0,,47,10.0,4,115,63,11518
HHS Regions,Region 1,2015,16,1.2587899999999999,1.17972,146,72.0,,245,55.0,33,551,146,46706
HHS Regions,Region 2,2015,16,1.93505,1.6102100000000001,687,315.0,,672,170.0,104,1948,186,120978
HHS Regions,Region 3,2015,16,1.3668200000000001,1.41963,421,440.0,,688,197.0,121,1867,248,131513
HHS Regions,Region 4,2015,16,0.9152819999999999,1.03552,379,211.0,,440,110.0,63,1203,263,116174
HHS Regions,Region 5,2015,16,1.2102700000000002,1.41614,427,273.0,,500,129.0,67,1396,250,98578
HHS Regions,Region 6,2015,16,1.60486,1.73977,600,327.0,,614,129.0,99,1769,227,101680
HHS Regions,Region 7,2015,16,1.07016,1.16601,49,50.0,,69,16.0,10,194,69,16638
HHS Regions,Region 8,2015,16,0.942319,1.39856,121,119.0,,211,50.0,25,526,108,37610
HHS Regions,Region 9,2015,16,1.98383,1.6905700000000001,304,226.0,,526,110.0,114,1280,211,75714
HHS Regions,Region 10,2015,16,0.914171,1.1214,48,19.0,,46,9.0,4,126,60,11236
HHS Regions,Region 1,2015,17,1.0156399999999999,0.880201,120,60.0,,197,31.0,31,439,137,49875
HHS Regions,Region 2,2015,17,1.8462900000000002,1.58182,698,292.0,,719,125.0,94,1928,186,121885
HHS Regions,Region 3,2015,17,1.47642,1.51203,489,449.0,,750,174.0,85,1947,244,128767
HHS Regions,Region 4,2015,17,0.969829,0.993708,407,178.0,,405,81.0,63,1134,264,114118
HHS Regions,Region 5,2015,17,1.2280799999999998,1.4163299999999999,456,220.0,,557,106.0,82,1421,256,100330
HHS Regions,Region 6,2015,17,2.21258,2.0314,510,451.0,,751,182.0,104,1998,222,98356
HHS Regions,Region 7,2015,17,1.06369,1.25084,31,61.0,,89,10.0,14,205,62,16389
HHS Regions,Region 8,2015,17,0.841189,1.1661,136,119.0,,195,29.0,13,492,107,42192
HHS Regions,Region 9,2015,17,2.03221,1.7580900000000002,319,266.0,,555,140.0,112,1392,218,79177
HHS Regions,Region 10,2015,17,0.825758,1.31766,37,26.0,,62,10.0,4,139,57,10549
HHS Regions,Region 1,2015,18,1.00593,0.8590040000000001,118,65.0,,142,40.0,24,389,132,45285
HHS Regions,Region 2,2015,18,1.85969,1.6622299999999999,795,340.0,,826,129.0,84,2174,187,130788
HHS Regions,Region 3,2015,18,1.33649,1.40854,418,398.0,,749,154.0,86,1805,246,128147
HHS Regions,Region 4,2015,18,0.9415389999999999,1.0045600000000001,337,184.0,,373,100.0,80,1074,257,106913
HHS Regions,Region 5,2015,18,1.04621,1.26549,380,240.0,,476,88.0,67,1251,252,98855
HHS Regions,Region 6,2015,18,2.1026599999999998,1.9761,544,466.0,,708,162.0,113,1993,226,100855
HHS Regions,Region 7,2015,18,0.817134,0.8753,32,34.0,,57,14.0,5,142,62,16223
HHS Regions,Region 8,2015,18,0.8729709999999999,1.1961700000000002,107,97.0,,165,28.0,13,410,105,34276
HHS Regions,Region 9,2015,18,2.09669,1.7949599999999999,341,234.0,,562,125.0,111,1373,216,76492
HHS Regions,Region 10,2015,18,0.5280819999999999,0.764554,34,16.0,,21,6.0,6,83,52,10856
HHS Regions,Region 1,2015,19,0.780414,0.6403939999999999,88,51.0,,95,33.0,19,286,130,44660
HHS Regions,Region 2,2015,19,1.7915900000000002,1.5674,740,294.0,,725,108.0,108,1975,183,126005
HHS Regions,Region 3,2015,19,1.2112399999999999,1.28837,394,332.0,,620,150.0,90,1586,234,123101
HHS Regions,Region 4,2015,19,1.00599,1.0863200000000002,361,209.0,,410,93.0,58,1131,259,104113
HHS Regions,Region 5,2015,19,1.0015399999999999,1.19592,367,193.0,,374,103.0,57,1094,237,91478
HHS Regions,Region 6,2015,19,1.9477,1.91057,425,412.0,,664,175.0,119,1795,219,93951
HHS Regions,Region 7,2015,19,0.844882,0.93889,25,30.0,,44,10.0,5,114,52,12142
HHS Regions,Region 8,2015,19,0.678153,0.909508,71,49.0,,153,28.0,16,317,108,34854
HHS Regions,Region 9,2015,19,2.09063,1.7220099999999998,318,227.0,,525,104.0,124,1298,217,75377
HHS Regions,Region 10,2015,19,0.700294,0.822549,16,13.0,,31,9.0,6,75,49,9118
HHS Regions,Region 1,2015,20,0.795374,0.6640229999999999,93,38.0,,119,14.0,19,283,116,42619
HHS Regions,Region 2,2015,20,1.6365399999999999,1.62687,755,310.0,,675,121.0,82,1943,178,119432
HHS Regions,Region 3,2015,20,1.22785,1.29118,390,330.0,,560,116.0,91,1487,226,115166
HHS Regions,Region 4,2015,20,0.919026,0.992777,302,206.0,,351,79.0,64,1002,251,100929
HHS Regions,Region 5,2015,20,0.8427969999999999,1.11277,349,169.0,,297,102.0,44,961,234,86361
HHS Regions,Region 6,2015,20,1.90513,1.8234099999999998,435,398.0,,654,138.0,82,1707,215,93616
HHS Regions,Region 7,2015,20,0.614542,0.665779,25,21.0,,26,7.0,6,85,54,12767
HHS Regions,Region 8,2015,20,0.555634,0.9036850000000001,73,70.0,,132,22.0,10,307,101,33972
HHS Regions,Region 9,2015,20,2.0089,1.75298,294,216.0,,447,134.0,69,1160,213,66173
HHS Regions,Region 10,2015,20,0.610391,1.2736100000000001,38,10.0,,35,3.0,3,89,34,6988
HHS Regions,Region 1,2015,21,0.823276,0.709098,88,35.0,,87,20.0,18,248,113,34974
HHS Regions,Region 2,2015,21,1.8473099999999998,1.6434400000000002,748,274.0,,608,119.0,73,1822,162,110865
HHS Regions,Region 3,2015,21,1.58654,1.36087,404,322.0,,593,114.0,80,1513,223,111179
HHS Regions,Region 4,2015,21,0.741016,0.8732979999999999,290,162.0,,241,87.0,54,834,248,95500
HHS Regions,Region 5,2015,21,0.716242,0.9803229999999999,248,109.0,,230,63.0,46,696,225,70997
HHS Regions,Region 6,2015,21,1.8023099999999999,1.66425,427,299.0,,476,116.0,96,1414,203,84963
HHS Regions,Region 7,2015,21,0.253158,0.347102,12,6.0,,6,1.0,5,30,49,8643
HHS Regions,Region 8,2015,21,0.601928,1.0423200000000001,89,64.0,,133,25.0,23,334,102,32044
HHS Regions,Region 9,2015,21,1.9406400000000001,1.6245100000000001,264,182.0,,317,105.0,94,962,206,59218
HHS Regions,Region 10,2015,21,0.567533,0.770416,23,8.0,,23,2.0,4,60,48,7788
HHS Regions,Region 1,2015,22,0.669392,0.606206,84,26.0,,86,15.0,16,227,109,37446
HHS Regions,Region 2,2015,22,1.62516,1.44181,636,249.0,,569,104.0,66,1624,173,112636
HHS Regions,Region 3,2015,22,1.24556,1.1175700000000002,338,287.0,,440,107.0,70,1242,227,111134
HHS Regions,Region 4,2015,22,0.678372,0.740301,233,134.0,,199,69.0,51,686,225,92665
HHS Regions,Region 5,2015,22,0.682971,0.96625,248,117.0,,223,67.0,43,698,207,72238
HHS Regions,Region 6,2015,22,2.0264900000000003,1.55998,329,255.0,,351,90.0,86,1111,190,71219
HHS Regions,Region 7,2015,22,0.251815,0.326008,7,4.0,,8,0.0,8,27,47,8282
HHS Regions,Region 8,2015,22,0.538466,0.8758309999999999,78,65.0,,108,21.0,10,282,98,32198
HHS Regions,Region 9,2015,22,1.9756799999999999,1.56221,243,191.0,,344,118.0,110,1006,186,64396
HHS Regions,Region 10,2015,22,0.554538,0.5601149999999999,15,6.0,,17,3.0,2,43,43,7677
HHS Regions,Region 1,2015,23,0.68428,0.675463,92,31.0,,92,19.0,23,257,108,38048
HHS Regions,Region 2,2015,23,1.5930799999999998,1.50406,678,290.0,,604,120.0,97,1789,171,118945
HHS Regions,Region 3,2015,23,1.34651,1.1910100000000001,340,284.0,,452,101.0,67,1244,206,104449
HHS Regions,Region 4,2015,23,0.6985939999999999,0.673239,214,102.0,,177,56.0,41,590,208,87636
HHS Regions,Region 5,2015,23,0.642671,0.8882639999999999,231,112.0,,208,63.0,37,651,215,73289
HHS Regions,Region 6,2015,23,1.42131,1.38016,308,265.0,,384,87.0,67,1111,179,80498
HHS Regions,Region 7,2015,23,0.212758,0.308818,4,9.0,,7,4.0,3,27,44,8743
HHS Regions,Region 8,2015,23,0.455005,0.719776,67,38.0,,93,13.0,10,221,95,30704
HHS Regions,Region 9,2015,23,1.70672,1.3240100000000001,157,182.0,,260,110.0,109,818,187,61782
HHS Regions,Region 10,2015,23,0.466817,0.507757,18,7.0,,7,2.0,2,36,42,7090
HHS Regions,Region 1,2015,24,0.543381,0.530101,64,29.0,,83,10.0,13,199,106,37540
HHS Regions,Region 2,2015,24,1.16801,1.23006,520,235.0,,538,97.0,65,1455,169,118287
HHS Regions,Region 3,2015,24,1.20399,1.08897,274,253.0,,443,77.0,68,1115,201,102390
HHS Regions,Region 4,2015,24,0.6595,0.599061,188,85.0,,147,49.0,31,500,207,83464
HHS Regions,Region 5,2015,24,0.5484829999999999,0.753907,182,118.0,,158,52.0,38,548,212,72688
HHS Regions,Region 6,2015,24,1.44189,1.2792,301,232.0,,375,81.0,75,1064,198,83177
HHS Regions,Region 7,2015,24,0.229008,0.305568,6,7.0,,5,5.0,4,27,45,8836
HHS Regions,Region 8,2015,24,0.417339,0.646371,34,57.0,,86,14.0,9,200,94,30942
HHS Regions,Region 9,2015,24,1.60863,1.2030299999999998,158,142.0,,205,104.0,103,712,185,59184
HHS Regions,Region 10,2015,24,0.373802,0.490196,7,9.0,,6,6.0,2,30,42,6120
HHS Regions,Region 1,2015,25,0.545817,0.554638,73,23.0,,73,4.0,15,188,102,33896
HHS Regions,Region 2,2015,25,1.45487,1.3999,629,240.0,,544,92.0,70,1575,171,112508
HHS Regions,Region 3,2015,25,1.2511,0.990268,276,237.0,,347,72.0,57,989,206,99872
HHS Regions,Region 4,2015,25,0.6106590000000001,0.6357470000000001,181,96.0,,137,60.0,44,518,201,81479
HHS Regions,Region 5,2015,25,0.632007,0.897927,238,122.0,,191,63.0,47,661,207,73614
HHS Regions,Region 6,2015,25,1.21399,1.23466,299,246.0,,329,81.0,95,1050,196,85044
HHS Regions,Region 7,2015,25,0.382385,0.47056099999999995,12,11.0,,6,6.0,6,41,45,8713
HHS Regions,Region 8,2015,25,0.5142329999999999,0.7749699999999999,64,43.0,,100,21.0,14,242,94,31227
HHS Regions,Region 9,2015,25,1.41003,1.02646,117,146.0,,188,88.0,70,609,181,59330
HHS Regions,Region 10,2015,25,0.44033999999999995,0.625195,8,6.0,,6,9.0,11,40,42,6398
HHS Regions,Region 1,2015,26,0.628069,0.597108,61,14.0,,71,11.0,16,173,101,28973
HHS Regions,Region 2,2015,26,1.49921,1.34524,552,227.0,,453,97.0,74,1403,168,104294
HHS Regions,Region 3,2015,26,1.16626,1.00227,294,195.0,,358,79.0,48,974,203,97179
HHS Regions,Region 4,2015,26,0.657713,0.6306689999999999,170,88.0,,126,43.0,34,461,203,73097
HHS Regions,Region 5,2015,26,0.560284,0.821031,196,80.0,,165,46.0,48,535,195,65162
